Game.ID,White,Black,Date.of.Game,Winner,Time.Control,Opening,Black.ELO,White.ELO,Termination,Variant,Game.Movelist,Num.Moves
9fef8ee4045d8f7770ac30be5bfb0a4d5c5a8527,dosa15,manoghn,2021.08.15,White,600+5,Queen's Pawn Game: Chigorin Variation,1500,1615,Normal,Standard,"d4,d5,Nf3,Nc6,Bf4,e6,e3,f6,c4,e5,dxe5,fxe5,Bg5,e4,Bxd8,Bb4+,Nc3,exf3,cxd5,Bf5,dxc6,bxc6,Bc4,Rxd8,Qa4,Bd6,Qxc6+,Rd7,Nd5,Bb4+,Nxb4,Ne7,Qa8+,Rd8,Bb5+,Kf7,Qxa7,c5,Nd5,Rxd5,O-O,Rd7,Bxd7,Rd8,Bxf5,Rd7,Qxd7,g6,Qe6+,Kf8,Rfd1,Nxf5,Rd8+,Kg7,g4,g5,gxf5,h5,Rd7+,Kh8,Qe8#",61
479a92f57e0595003e2a267d6eedd38be56143f1,Atul17,dosa15,2021.05.19,Black,90+0,Hungarian Opening,1482,1333,Normal,Standard,"g3,d5,Bg2,Nf6,d3,Bf5,Nf3,Nc6,e4,e5,exd5,Nxd5,Nxe5,Nxe5,Bxd5,Qxd5,d4,Nf3+,Ke2,Bg4,Qd3,Nxd4+,Kd2,Qxh1,Qxd4,Qf3,Qe3+,Qxe3+,Kxe3,Be7,Nc3,O-O,Bd2,Bg5+,Ke4,Bxd2,Rb1,Bxc3,bxc3,f5+,Kf4,Rad8,h3,Be2,Ke3,Rfe8+,Kf4,g6,Re1,h6,Rxe2,Rxe2,Kf3,Rdd2,g4,Rxf2+,Ke3,Rxc2,gxf5,gxf5,Kd4,Rxa2,c4,Rf4+,Kc5,Ra5+,Kb4,b6,Kc3,Kf7,Kb4,Ke6,Kc3,Kd6,Kb4,Rd4,Kb3,Kc5,Kc3,Rxc4+,Kd3,Ra3+,Kd2,Rb4,Kc2,Rxh3,Kd2,Kc4,Ke2,Rb2+,Kf1,Rh1#",92
5fb64fade2677a5a286b5eeb308625e8ca07cd43,Atul17,dosa15,2021.05.19,White,90+0,Scandinavian Defense,1482,1333,Time forfeit,Standard,"e4,d5,d3,e5,Nf3,f6,c4,Nc6,cxd5,Nd4,Nxd4,exd4,Bf4,Nh6,Bxh6,gxh6,Qa4+,c6,Qxd4,Bg4,f3,b6,b3,Bc5,Qc3,Bd7,d4,Bxd4,Qxd4,c5,Qd2,O-O,d6,Bc8,d7,Bxd7,Bc4+",37
e35a75749baa4497cf912c60efbe80eb362ec954,manoghn,dosa15,2021.05.19,Black,90+2,Zukertort Opening: Tennison Gambit,1482,?,Normal,Standard,"e4,d5,Nf3,Nf6,d4,dxe4,Bb5+,c6,c4,exf3,O-O,cxb5,Bf4,fxg2,Kxg2,Ne4,Qf3,e5,Qxe4,Bd6,c5,b6,cxd6,Bb7,Qxb7,Qxd6,Qxa8,O-O,Bg5,Qg6,Re1,Qxg5+,Kf1,Nd7,dxe5,Nxe5,b4,Nf3,Qxf3,f5,Qc6,Qh4,Qd5+,Kh8,Qxf5,Rxf5,Nc3,Rxf2+,Kg1,Rc2,Nxb5,Qg4+,Kf1,Qg2#",54
c6b61b7de9addf968092db520114702551b0d7fe,manoghn,dosa15,2021.05.19,Black,90+2,Italian Game: Two Knights Defense,1482,?,Time forfeit,Standard,"e4,e5,Nf3,Nc6,Bc4,Nf6,O-O,Bc5,h3,Nxe4,Ng5,Qxg5,d3,d5,Bxg5,Nxg5,Bxd5,Nd4,Qg4,f6,Qf5,Bxf5,Bxb7,Rb8",24
32d5117d6c2d7609ea939abca7e42f3ce661a503,manoghn,dosa15,2021.05.19,Black,300+5,Alekhine Defense: Scandinavian Variation,1615,?,Normal,Standard,"e4,d5,Nc3,Nf6,f3,e5,Nge2,Nc6,Ng3,Bc5,Bd3,Be6,b3,a6,h4,d4,Na4,O-O,Nxc5,b5,O-O,b4,Bxa6,Qe7,Bb7,Qxc5,d3,Ra7,Bxc6,Qxc6,Ne2,Nh5,c4,bxc3,Ba3,Rxa3,g3,Bh3,Rf2,Qg6,Kh2,Be6,f4,f5,fxe5,f4,Qg1,fxg3+,Nxg3,Nxg3,Qxg3,Rxf2+,Qxf2,Ra5,b4,Rxe5,b5,Qg4,Kh1,Rh5,Qxd4,Rxh4#",62
caac3308f70684379479c1f2e0d3c2b165469ecd,dosa15,shreyansh0809,2021.05.15,White,600+5,Queen's Pawn Game,1259,1594,Normal,Standard,"d4,d6,Nf3,f6,e4,e5,Be3,Na6,c4,c5,d5,Bg4,Nc3,Ne7,Be2,h5,Qa4+,Qd7,Nb5,Nb4,Nxd6+,Kd8,Nf7+,Ke8,Qxd7+,Bxd7,Nxh8,Nc2+,Kd2,Nxa1,Rxa1,g5,h4,Bh6,hxg5,fxg5,Bxg5,Bxg5+,Nxg5,Bg4,Bxg4,hxg4,Nhf7,Kf8,Nxe5,Kg7,Nxg4,Ng6,Rh1,Nf4,Ne6+,Kg6,Nxf4+,Kg5,f3,Kxf4,Ke2,Kg3,Kf1,a6,Rh7,b5,Rc7,bxc4,Rxc5,Rh8,Ne3,Kf4,Ke2,Kg3,Rxc4,Kf4,d6,Rd8,Rd4,Ke5,Nf5,Ke6,Ke3,Ke5,b3,Ke6,Kf4,Kf6,e5+,Ke6,Kg5,Kxe5,g4,Rg8+,Kh4,Rh8+,Kg3,Rd8,b4,Ke6,a4,Ke5,b5,axb5,axb5,Ke6,b6,Rb8,d7,Rxb6,d8=Q,Rb3,Qd5+,Kf6,Qxb3",111
035d5e7d09823ff3119f69f3d52ce16beee2b1d9,Sahitya945,dosa15,2021.05.15,Black,600+5,King's Pawn Game: Napoleon Attack,1594,1601,Normal,Standard,"e4,e5,Qf3,Nf6,Bc4,Nc6,c3,d6,h3,Be7,g4,Be6,Na3,d5,exd5,Nxd5,d3,O-O,Qd1,Bc5,Bxd5,Bxd5,Rh2,Re8,Be3,Bd6,h4,e4,Rh3,Ne5,dxe4,Bxe4,g5,Nd3+,Ke2,Nxb2,Qd2,Bxa3,Qxd8,Raxd8,f3,Bd3+,Kf2,Nc4,Bxa7,b6,Rd1,Bc5+,Kg2,Bf1+,Kxf1,Rxd1+,Kg2,Rxg1+,Kh2,Re2#",56
be0ea18471ebb29851179938bbd270c53c503ff8,worthyhawk1,dosa15,2021.05.15,White,600+5,Vienna Game: Anderssen Defense,1594,1562,Normal,Standard,"e4,e5,Nc3,Bc5,Nf3,Nf6,d3,Nc6,Bg5,d6,h3,h6,Bh4,g5,Bg3,Be6,Qd2,Bb4,a3,Bxc3,Qxc3,Qd7,O-O-O,d5,Nxe5,Nxe5,Qxe5,Qe7,Re1,Nd7,Qxh8+,Nf8,Qxh6,O-O-O,Kb1,Qc5,Qxg5,Ng6,f4,Bd7,Qxd5,Qe7,Qc4,f5,e5,Be6,Qb4,Qd7,Be2,Ne7,Bf3,c6,Bh4,Nd5,Bxd5,Qxd5,Qc4,Qd7,Qc3,Rh8,Bf6,Rh4,Bxh4,Kb8,Rd1,Bd5,Rhe1,Bxg2,e6,Qe8,Qe5+,Kc8,Qxf5,Bd5,c4,Bf3,e7+,Kc7,Qe5+,Kb6,c5+,Kb5,Rc1,Bd5,a4+,Ka5,Qc3+,Ka6,d4,b5,axb5+,Kb7,bxc6+,Kxc6,Qa5,Kb7,Rc3,a6,f5,Bc6,Qb6+,Kc8,Qxa6+,Kd7,Qa7+,Kc8,Rb3",107
79a0cf2bb467205853afc5eb0dd24e3e9142da34,dosa15,sabriel04,2021.05.15,Black,600+5,Queen's Pawn Game: London System,1922,1594,Normal,Standard,"d4,Nf6,Nf3,d5,Bf4,c5,e3,Nc6,c4,dxc4,Bxc4,cxd4,exd4,Bg4,Bb5,Bxf3,Qxf3,Rc8,d5,Nxd5,Nc3,Nxc3,Qxc3,Qd5,Bxc6+,Rxc6,Rd1,Qxg2,Qd3,Qxh1+,Ke2,Qxd1+,Qxd1,a6,b4,h6,a4,Rc4,Qd2,g5,Bg3,Bg7,Qd5,Rxb4,Qc5,Rb2+,Kf1,e6,Bd6,Rb1+,Kg2,f5,Be5,Bxe5,Qxe5,O-O,Qxe6+,Kg7,Qe5+,Rf6,f4,Rb6,fxg5,hxg5,Qe7+,Kg6,Kg3,Rb3+,Kg2,Rb2+,Kh3,Rb3+,Kg2,f4,Qe8+,Kh7,Qh5+,Kg7,Qxg5+,Rg6,Qxg6+,Kxg6,h4,b5,axb5,axb5,Kf2,Re3,Kg2,Kh5",90
45fdb2a28cfe7ad2a5c83ffd104a26b5f177aa1b,ceo_boy_333,dosa15,2021.05.15,Black,600+5,Van't Kruijs Opening,1594,1500,Normal,Standard,"e3,d5,Nf3,Nf6,d3,Bg4,d4,e6,Bb5+,c6,Ba4,Bd6,Nc3,O-O,e4,dxe4,Ng5,Bxd1,Kxd1,Ng4,Ncxe4,h6,Nf3,f5,Ng3,Nxf2+,Ke2,Bxg3,hxg3,Nxh1,Bb3,Nxg3+,Kd2,Qa5+,Kd1,Qa6,Bxe6+,Kh8,Ne5,Kh7,a4,Ne4,Ng4,Qf1#",44
83f6818afe140ce93c1315ced7fdd67cd74e8ed8,Sinischa22,dosa15,2021.05.15,White,600+5,"Italian Game: Giuoco Pianissimo, Normal",1649,1694,Normal,Standard,"e4,e5,Bc4,Nf6,d3,Nc6,Nf3,Bc5,Ng5,d5,exd5,Nxd5,Nxf7,Kxf7,Qf3+,Qf6,Qxf6+,gxf6,Bxd5+,Be6,Bxc6,bxc6,Be3,Bxe3,fxe3,Rhg8,g3,c5,b3,a5,a4,Rg4,Nc3,c6,Ne4,Ke7,Nxc5,Bd5,e4,Bf7,c3,Rb8,Rb1,Rb6,Kf2,Kd6,b4,axb4,cxb4,h5,Rb2,Bg6,Ra1,f5,a5,Rb8,h3,Rg5,Kf3,f4,g4,hxg4+,hxg4,Bf7,Rh1,Be6,Rh4,Rbg8,Nxe6,Kxe6,a6,Ra8,Ra2,Kd6,a7,Kc7,Rh7+,Kb6,Ra5,Rg6,Re7,Rd6,Rexe5,Rxa7,Rxa7,Kxa7,Kxf4,Rxd3,Rc5,Kb6,Rc4,Kb5,Rc5+,Kb6,Ke5,Rb3,Rc4,Kb5,Kd4,Rxb4,Rxb4+,Kxb4,Kd3,c5,Kc2,Kc4,g5,Kd4,g6,c4,g7,Kxe4,g8=Q",113
4972854d00d141031fe5ce94e06ce42667eee5be,sergoxxx,dosa15,2021.05.15,Black,600+5,Queen's Pawn Game: London System,1594,1657,Time forfeit,Standard,"d4,d5,Bf4,Nf6,Nf3,Bf5,e3,e6,Bd3,Bxd3,Qxd3,c5,c3,Be7,Ne5,Nbd7,Nd2,O-O,Nxd7,Qxd7,Nf3,Ne4",22
864963885782226d70aa9b2e970b5c11ed609959,dosa15,gregory363,2021.05.14,White,600+5,Queen's Pawn Game: Chigorin Variation,1514,1547,Normal,Standard,"d4,d5,Nf3,Nc6,Bf4,e6,c4,dxc4,e4,Bd6,Bxd6,Qxd6,Bxc4,Qb4+,Nbd2,Qxb2,O-O,Qa3,Nb3,Qb4,Qd3,Bd7,Nc5,b6,Na6,Qe7,Nxc7+,Kd8,Nxa8,Nf6,Rac1,Qd6,e5,Qb8",34
5f0ace5d2e4b4329b34ae831ad6bccd51a0d837f,dosa15,Atul17,2021.05.14,White,600+5,Queen's Pawn Game: London System,1252,1526,Normal,Standard,"d4,d5,Nf3,Nf6,Bf4,e6,e3,Bb4+,c3,Ba5,b4,O-O,bxa5,b6,Bd3,Bb7,O-O,Nbd7,Ng5,h6,Nh3,Ne4,Qg4,Ndf6,Qe2,c5,f3,Nd6,Be5,cxd4,cxd4,Rc8,Nd2,bxa5,Qf2,g6,Rab1,Qd7,Bxd6,Qxd6,Rxb7,Rb8,Rxb8,Qxb8,Qh4,Qd8,Qxh6,Nh7,f4,g5,Nxg5,f6,Qxh7#",53
17be4e3ca174f58a0ae00c41bb2e48a555755c15,Atul17,dosa15,2021.05.14,Black,600+5,Hungarian Opening,1491,1500,Normal,Standard,"g3,d5,Bg2,Nf6,Nf3,Bf5,O-O,Nc6,d3,e5,e4,Bg4,Bg5,Be7,Bxf6,Bxf6,exd5,Qxd5,Nc3,Qe6,Qe1,O-O,h3,Bxf3,Bxf3,Nd4,Qc1,Nxf3+,Kg2,Ng5,Re1,Qxh3+,Kg1,Nf3#",34
a28a2f6b03bc295e4eb12f5520251815f028b1bf,DeniZidane,dosa15,2021.05.14,White,600+5,Queen's Pawn Game: Levitsky Attack,1547,1580,Normal,Standard,"d4,d5,Bg5,h6,Bh4,g5,Bg3,Bg7,e3,Nf6,Nc3,c6,h3,Bf5,Bd3,Bxd3,Qxd3,Nbd7,Nf3,Nb6,O-O-O,Nc4,b3,Na3,Kb2,Qa5,Na4,Qb4,Qc3,Nc4+,Kb1,Na3+,Kb2,Nc4+,Ka1,Qb5,Nd2,Na3,Kb2,Nc4+,Nxc4,dxc4,Qxc4,Qxc4,bxc4,Ne4,Nc3,f5,Nxe4,fxe4,c3,O-O-O,Rb1,b6,a4,a5,Kc2,Kb7,Rb2,Ka6,Rhb1,b5,cxb5+,cxb5,axb5+,Kb6,c4,Rc8,c5+,Kb7,c6+,Kb6,Kd2,a4,c7,a3,Ra2,Ra8,Rc1,h5,Rc3,h4,Bh2,e5,Rcxa3,Rxa3,Rxa3,Kxc7,Ra7+,Kb6,Rxg7,exd4,exd4,Kxb5,Rxg5+,Kc4,d5,Rf8,Ke3,Rf6,d6,Rf7,Rg4,Rd7,Rxh4,Kd5,Rh5+,Kc6,g4,Rf7,Bf4,Kd7,Kxe4,Rg7,g5,Rf7,Rh6,Rg7,h4,Rf7,Kf3,Rg7,Kg4,Rf7,f3,Rg7,h5,Rf7,g6,Rg7,Rh7,Rxh7,gxh7",133
6c414f26cd29bcd62a1850f5ac60862f37bc8c80,dosa15,NIEL69,2021.05.14,Black,600+5,Queen's Pawn Game: London System,1708,1601,Normal,Standard,"d4,d5,Nf3,Nf6,Bf4,g6,e3,Bg7,c4,c6,Nc3,a6,Bd3,O-O,O-O,b5,c5,Nbd7,Ng5,h6,Nh3,Re8,Re1,Nh7,Qf3,Ndf6,Be5,Bg4,Qg3,Qd7,Nf4,Ne4,Bxe4,dxe4,Bxg7,Kxg7,Nxe4,Bf5,Nd2,g5,Nf3,f6,h4,g4,e4,Bg6,e5,f5,e6,Qc8,Ne5,Kf8,Nfxg6+,Kg7,h5,Qxe6,Nd3,Qc4,Ndf4,Qxd4,Ne6+,Kf7,Nxd4,Nf6,Nxf5,Nxh5,Qxg4,Nf6,Nxh6+,Kg7,Nxe7+,Nxg4,Nef5+,Kg6,Rxe8,Rxe8,f3,Nxh6,Nxh6,Kxh6,Rd1,Re5,Rd6+,Kg5,Rxc6,Re2,Rxa6,Rxb2,c6,Rc2,Ra5,Kf4,c7,Kg3,Rxb5,Rc1#",96
537391744fb70a3be01ec3e3e873ffd2ec155822,Asimn2030,dosa15,2021.05.14,Black,600+5,Queen's Gambit Declined: Marshall Defense,1477,1554,Normal,Standard,"d4,d5,c4,Nf6,Nc3,c6,Bg5,e6,e3,Be7,Nf3,O-O,Bd3,h6,Bh4,Nbd7,g4,Nxg4,Bxe7,Qxe7,b3,e5,Nd2,e4,Bc2,Qh4,Qe2,Ndf6,O-O-O,Be6,Rdf1,Nh5,f3,exf3,Nxf3,Qe7,Rhg1,Qb4,Qd3,g6,h3,Bf5,Qd2,Bxc2,Qxc2,Nxe3,Rxg6+,fxg6,Qxg6+,Ng7,Qd3,Nxf1",52
7a32486f7e8de2ed8889445ef789376c11929a11,Domanozaur,dosa15,2021.05.13,Black,600+5,Zukertort Opening: Old Indian Attack,1350,1329,Time forfeit,Standard,"d3,d5,Nf3,Nf6,c3,Bf5,Qa4+,Nbd7,Bg5,e6,e4,dxe4,dxe4,Bg6,Bb5,c6,Be2,Nc5,Qd4,Be7,Qxd8+,Rxd8,O-O,Ncxe4,Ne5,Nxg5,Nxg6,fxg6,Na3,Rd2,Bf3,Rxb2,Rad1,Bxa3,Rd3,O-O,Rfd1,Bc5,Rd8,Bxf2+,Kf1,Rxd8,Rxd8+,Kf7,Rd7+,Nxd7,Bh5,gxh5,g4,Rxa2",50
6226b61187afaa3c880d039e060c788b6c82457e,dosa15,NG_Squares,2021.05.12,Black,300+3,Queen's Pawn Game: Chigorin Variation,1800,1819,Normal,Standard,"d4,d5,Nf3,Nc6,Bf4,Bg4,e3,a6,c4,e6,Nc3,Bb4,Be2,Nf6,O-O,h6,cxd5,exd5,Ne5,Bxe2,Qxe2,Nxe5,Bxe5,O-O,Bxf6,Qxf6,Nxd5,Qd6,Nxb4,Qxb4,b3,Rae8,Rac1,c6,Rc4,Qa5,f3,Re6,a4,Rfe8,e4,f5,Qc2,fxe4,fxe4,Rxe4,b4,Qd8,Qf2,Rf8,Qd2,Rxf1+,Kxf1,Qf6+,Kg1,Qe6,Rc1,Re2,Qd3,Qe3+,Qxe3,Rxe3,d5,cxd5,Rc7,b5,axb5,axb5,Rc5,d4,Rxb5,Rb3,Kf2,Kf7,Ke2,Ke6,Kd2,Rb2+,Kd3,Rxg2,Kxd4,Rxh2,Rb6+,Kf7,b5,g5,Rb7+,Kg6,b6,g4,Re7,Rb2,b7,g3,Kc3,Rb1,Re3,Rxb7,Rxg3+,Kf5,Rf3+,Kg5,Rg3+,Kh4,Rg6,h5,Rh6,Kg5,Rc6,h4,Rc5+,Kg4,Rc4+,Kg3,Kd2,Re7,Rc3+,Kg2,Re3,Rxe3,Kxe3,h3,Kf4,h2,Kf5,h1=Q,Kg6,Kg3,Kf5,Qf3+,Ke5,Kg4,Kd4,Kf5,Kc4,Ke5,Kc5,Qd5+,Kb4,Kd4,Ka4,Kc3,Ka3,Qa5#",144
2f5b4d733baa0c64b444df28a0b58348cea2ca26,dosa15,Atul17,2021.01.24,White,600+5,King's Pawn Game: Nimzowitsch Defense,1500,1350,Normal,Standard,"e4,Nc6,d4,e6,Nc3,b6,e5,Bb7,Nf3,d5,Bd3,Bb4,Bd2,Qe7,O-O,O-O-O,Nb5,Ba6,Nxa7+,Nxa7,Bxa6+,Kb8,Bxb4,Qxb4,c3,Qxb2,Qd3,Qa3,Nd2,c5,Nb3,c4,Qg3,g6,Qg5,Rf8,Nc5,f6,exf6,h6,Qe5+,Ka8,Bb7#",43
826ea31796e4d1681e472013f8ec80fcef4e227b,tatarocek,dosa15,2021.01.23,Black,300+3,"Four Knights Game: Spanish Variation, Classical Variation",1707,1619,Normal,Standard,"e4,e5,Nf3,Nf6,Nc3,Nc6,Bb5,Bc5,a3,O-O,O-O,Qe7,h3,Nd4,Nxd4,Bxd4,Ne2,Nxe4,c3,Bb6,d3,Qc5,Ba4,Nxf2,d4,exd4,cxd4,Nxd1,dxc5,Bxc5+,Kh1,Nf2+,Kh2,Re8,Nc3,a6,b4,Bd4,Bb2,b5,Bb3,d6,Rab1,Be6,Bxe6,Rxe6,Nd5,Be5+,Bxe5,Rxe5,Nxc7,Rc8,Nxa6,Rc2,Nb8,Rh5,Nd7,Nxh3,Kh1,Nf4+,Kg1,Rxg2#",62
edaffbf4fbf9cb0a9723135279ab45d304a2823d,dosa15,Beelux,2021.01.23,White,60+0,Owen Defense,1535,1397,Normal,Standard,"e4,b6,Nc3,Bb7,Nf3,Nf6,d4,Nxe4,Nxe4,Bxe4,Bd3,Bb7,Bf4,e6,Ne5,Be7,Qh5,g6,Qh6,f6,Nxg6,hxg6,Bxg6#",23
6be1b22f4002f9877f1dec54a251b45baad9a883,dosa15,fitimlutfiu,2021.01.23,Black,60+0,Caro-Kann Defense,1478,1467,Time forfeit,Standard,"e4,c6,Nf3,d5,exd5,cxd5,Nc3,Nc6,Bb5,Nf6,d4,Bg4,Bf4,e6,O-O,Bb4,a3,Ba5,b4,Bb6,Na4,Bc7,Nc5,Bxf4,Nxb7,Qc7,Nc5,O-O,h3,Bxf3,Qxf3,Bd6,Bxc6,Qxc6,Rfe1,Rfe8,c3,Re7,Re3,Rae8,Qg3,Bxg3,Rxg3,Qc7,Rxg7+,Kxg7,Re1,Ne4,Re3,Nxc3,Rxc3,e5",52
1ffc454ef2b9accd073f7ad847cd58c7b8f9e62e,Atul17,dosa15,2021.01.21,Black,90+4,English Opening: Anglo-Grünfeld Defense,1707,1500,Normal,Standard,"c4,d5,Nc3,Nf6,d3,d4,Ne4,Nc6,Nxf6+,exf6,e3,Bc5,Nf3,dxe3,fxe3,Qe7,Bd2,Bxe3,Bxe3,Qxe3+,Qe2,Qxe2+,Bxe2,Bg4,h3,Bxf3,Bxf3,O-O,Rd1,Rfe8+,Kf1,Nd4,Bxb7,Rab8,Bd5,Rxb2,Bxf7+,Kxf7,Ra1,Ree2,Rh2,Rf2+,Kg1,Nf3+,Kh1,Nxh2,Kxh2,Rxg2+,Kh1,Rh2+,Kg1,Rxh3,Rf1,g5,a4,Kg6,d4,f5,d5,g4,Rf2,Rxf2,Kxf2,f4,c5,Kf6,d6,cxd6,cxd6,Ke6,d7,Kxd7,Kg2,a5,Kf2,Kd6,Kg2,Ke5,Kf2,Ke4,Kg2,f3+,Kf2,Kf4,Ke1,g3,Kd2,Rh2+,Kc3,g2,Kc4,g1=Q,Kb5,Rb2+,Kxa5,Qc5+,Ka6,Qb6#",98
4d4b2f177caa216598c20ead119a4a461c77c7f1,Atul17,dosa15,2021.01.21,White,-,King's Indian Attack,1500,1500,Normal,Standard,"Nf3,d5,g3,Nc6,Bg2,e5,O-O,Nf6,d3,Bc5,Nbd2,Bg4,Qe1,O-O,e4,d4,a3,a5,Nb1,h6,h3,Bxf3,Bxf3,g5,Nd2,Qd7,Kg2,Ne7,Nc4,b5,Nxe5,Qe6,Ng4,h5,Nxf6+,Qxf6,e5,Qg6,Bxa8,Rxa8,Qe4,Qxe4+,dxe4,Nc6,f4,gxf4,gxf4,Kg7,h4,Rg8,Kf3,Be7,b4,axb4,axb4,Nxb4,Rg1+,Kh7,Rxg8,Kxg8,Ra8+,Kg7,Rc8,c5,Rc7,Bxh4,e6,Kf8,f5,fxe6,fxe6,c4,Bh6+,Ke8,Ke2,Nxc2,Kd2,d3,Kc3,Ne1,e5,Nf3,Bg7,d2,Kc2,Bg5,Rc8+,Ke7,Bf6+,Bxf6,exf6+,Kxe6,Rc6+,Kf7,Rb6,h4,Rxb5,Kxf6,Rb4,c3,Rf4+,Kg5,Rxf3,Kg4,Rf1,Kg3,Kxc3,Kg2,Rd1,h3,Rxd2+,Kg1,Rd1+,Kg2,Rd2+,Kg1,Kd3,h2,Rxh2,Kxh2",120
a7c9711ad4c670b15b82b3a1b8e8cfdb7fcb26bb,Vodatamino,dosa15,2021.01.21,Black,300+0,Van't Kruijs Opening,1500,1447,Time forfeit,Standard,"e3,e5,h3,Nc6,a3,d5,d3,Nf6,Nd2,Bd6,b3,O-O,Bb2,d4,e4,Be6,Rc1,b6,c4,Ne7,Be2,c5,Ngf3,Bd7,O-O,Ng6,Kh1,Nf4,Rg1,Qe7,Nf1,Ne8,Rc2,Bc7,Bc1,g5,g4,f6,Bxf4,gxf4,N3h2,Ng7,f3,Rad8,Qe1,Qe8,Qf2,Bd6,Qg2,Qg6,h4,Be6,g5,fxg5,Qxg5,Qxg5,hxg5,Be7,g6,h5,Bd1,Bh3,Nd2,Bh4,Nb1,Bg3,a4,Rf6,Na3,a6,Rd2,Rxg6,Be2,Rdd6,Nc2,h4,Ng4,Bxg4,fxg4,Rg5,Bf1,Ne6,Bh3,Rd7,Re2,Rdg7,Ne1,Nf8,Ng2,Nh7,Rb2,Nf6,b4,Nxg4,Bxg4,Rxg4,bxc5,bxc5,Rb8+,Kh7,Rb6,h3,Ne1,Bf2,Rxg4,Rxg4,Rb7+,Kh6,Rb6+,Kh5",110
9dcedf0d9e0a22de8b3dab6c02220fe7d6019eef,dosa15,mile-lile,2020.08.20,Black,120+0,Pirc Defense: Roscher Gambit,1486,1566,Time forfeit,Standard,"e4,d6,Nf3,Nf6,d4,Nbd7,Nc3,g6,Bc4,Bg7,Bg5,O-O,O-O,c6,d5,b5,dxc6,bxc4,cxd7,Nxd7,Nd5,f6,Be3,Bb7,Nf4,Qe8,b3,e5,Nd5,Qd8,bxc4,f5,exf5,Bxd5,cxd5,Rxf5,Bg5,Bf6,Bxf6,Qxf6,Re1,Rf8,Re3,Nc5,Rb1,e4,Nh4,Rxf2",48
afa3a5918cefc059d9aec836cbdd1603362c9451,mile-lile,dosa15,2020.08.20,White,120+0,Queen's Pawn Game,1735,1479,Time forfeit,Standard,"d4,d5,e3,Nc6,Bd3,Nf6,f4,e5,fxe5,Ne4,Nf3,Be7,O-O,O-O,c3,Bg4,Nbd2,Nxd2,Qxd2,f6,e4,fxe5,exd5,Nb8,Nxe5,Qxd5,Rxf8+,Bxf8,Qf2,Nd7,Bf4,Re8,Nxg4,Nf6,Nxf6+,gxf6,Qg3+,Bg7,Bh6,Qf7,Rf1,Re6,Bc4,Re3,Bxf7+,Kxf7,Qxg7+,Ke6,Qxf6+,Kd5,Bxe3,Kc4,Rf5,Kd3,Qe5,Kc2,Rf2+,Kb1,Qf5+,Kxa2,Qc2,Ka1,b4",63
7817da7edf695481a311a43eae60075cc6bbdc9e,dosa15,mile-lile,2020.08.20,White,120+0,Four Knights Game: Ranken Variation,1481,1669,Normal,Standard,"e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,a6,Bxc6,bxc6,d4,exd4,Nxd4,d5,Bf4,Bb7,e5,Ne4,Nxe4,dxe4,O-O,Bc5,Be3,O-O,Qg4,f5,Nxf5,Bxe3,Qxg7#",29
6e1b318fa1e3e9f5be654c81198e4700c8e1f44e,mile-lile,dosa15,2020.08.20,Black,120+0,Vienna Game: Vienna Gambit,1500,1485,Normal,Standard,"e4,e5,f4,Nc6,Nc3,Bc5,Nf3,d6,Bc4,Nf6,Bxf7+,Kxf7,Ng5+,Ke7,f5,h6,Nd5+,Kd7,Nxf6+,Qxf6,Ne6,Ke7,Qh5,Bxe6,fxe6,Qf2+,Kd1,Raf8,Qe2,Qxe2+,Kxe2,Rf2+,Kd3,Kxe6,b3,Nb4+,Kc4,a6,a4,c6,c3,b5+,axb5,cxb5#",44
1722e2964ef9530ec3e1422cc6b798d40cd4552b,dosa15,FVB49,2020.08.20,Black,300+0,French Defense: Knight Variation,1683,1500,Time forfeit,Standard,"e4,e6,Nf3,d5,d3,dxe4,dxe4,Qxd1+,Kxd1,Bd7,Bd3,Nc6,Nc3,O-O-O,Ke2,f6,Be3,e5,Rhe1,Bg4,h3,Bxf3+,Kxf3,Bb4,Bd2,Nd4+,Ke3,Ne7,Nb5,Bxd2+,Kxd2,Nxb5,Ke2,Nd4+,Kf1,a6,Rad1,Nec6,c3,Ne6,Bc4,Nc5,Bd5,Ne7,Bc4,Rxd1,Rxd1,Rd8,Re1,Rd2,b4,Na4,Be6+,Kb8,c4,Rxa2,c5,Rd2,Re3,Rd4,f3,Rxb4,Rd3,Rd4,Ra3,Nxc5,Bg4,g6,Rc3,b6,Kf2,h5,Bxh5,gxh5,g4,hxg4,fxg4,Ng6,h4,Nxh4",80
